date,weekday,CO,O3,NO2,SO2,PM10,PM2.5,AQI,clean,acceptable,unhealthy_for_the_sensitive,unhealthy,very_unhealthy,hazardous
2019-12-05,Thursday,34,10.0,71.0,14.0,56.0,95.0,95.0,,1.0,,,,
2019-12-06,Friday,37,9.0,80.0,16.0,68.0,123.0,123.0,,,1.0,,,
2019-12-07,Saturday,23,13.0,59.0,13.0,43.0,78.0,78.0,,1.0,,,,
2019-12-08,Sunday,24,15.0,57.0,10.0,38.0,71.0,71.0,,1.0,,,,
2019-12-09,Monday,33,14.0,58.0,11.0,29.0,55.0,55.0,,1.0,,,,
2019-12-10,Tuesday,32,16.0,74.0,14.0,39.0,66.0,66.0,,1.0,,,,
2019-12-11,Wednesday,36,12.0,73.0,15.0,58.0,94.0,94.0,,1.0,,,,
2019-12-12,Thursday,29,10.0,67.0,16.0,44.0,76.0,76.0,,1.0,,,,
2019-12-13,Friday,33,11.0,65.0,15.0,58.0,106.0,106.0,,,1.0,,,
2019-12-14,Saturday,32,10.0,72.0,14.0,61.0,122.0,122.0,,,1.0,,,
2019-12-15,Sunday,38,8.0,82.0,23.0,79.0,145.0,145.0,,,1.0,,,
2019-12-16,Monday,40,9.0,91.0,12.0,92.0,157.0,157.0,,,,1.0,,
2019-12-17,Tuesday,28,12.0,81.0,20.0,88.0,153.0,153.0,,,,1.0,,
2019-12-18,Wednesday,28,8.0,68.0,13.0,44.0,82.0,82.0,,1.0,,,,
2019-12-19,Thursday,39,9.0,81.0,16.0,54.0,95.0,95.0,,1.0,,,,
2019-12-20,Friday,48,9.0,94.0,16.0,63.0,109.0,109.0,,,1.0,,,
2019-12-21,Saturday,40,9.0,99.0,17.0,64.0,112.0,112.0,,,1.0,,,
2019-12-22,Sunday,49,8.0,95.0,27.0,79.0,139.0,139.0,,,1.0,,,
2019-12-23,Monday,48,9.0,95.0,30.0,85.0,147.0,147.0,,,1.0,,,
2019-12-24,Tuesday,46,9.0,100.0,20.0,80.0,141.0,141.0,,,1.0,,,
2019-12-25,Wednesday,59,10.0,108.0,27.0,93.0,148.0,148.0,,,1.0,,,
2019-12-26,Thursday,46,10.0,103.0,28.0,96.0,156.0,156.0,,,,1.0,,
2019-12-27,Friday,54,11.0,96.0,20.0,78.0,130.0,130.0,,,1.0,,,
2019-12-28,Saturday,28,19.0,96.0,18.0,62.0,110.0,110.0,,,1.0,,,
2019-12-29,Sunday,29,14.0,70.0,11.0,45.0,61.0,61.0,,1.0,,,,
2019-12-30,Monday,32,14.0,82.0,14.0,62.0,80.0,80.0,,1.0,,,,
2019-12-31,Tuesday,31,13.0,76.0,21.0,59.0,86.0,86.0,,1.0,,,,
2020-01-01,Wednesday,31,8.0,68.0,16.0,60.0,102.0,102.0,,,1.0,,,
2020-01-02,Thursday,23,8.0,69.0,13.0,54.0,89.0,89.0,,1.0,,,,
2020-01-03,Friday,34,12.0,73.0,20.0,55.0,95.0,95.0,,1.0,,,,
2020-01-04,Saturday,23,14.0,61.0,21.0,57.0,103.0,103.0,,,1.0,,,
2020-01-05,Sunday,20,15.0,56.0,10.0,36.0,69.0,69.0,,1.0,,,,
2020-01-06,Monday,26,17.0,67.0,12.0,42.0,69.0,69.0,,1.0,,,,
2020-01-07,Tuesday,32,14.0,82.0,16.0,57.0,100.0,100.0,,1.0,,,,
2020-01-08,Wednesday,34,11.0,83.0,21.0,63.0,108.0,108.0,,,1.0,,,
2020-01-09,Thursday,25,12.0,76.0,15.0,61.0,108.0,108.0,,,1.0,,,
2020-01-10,Friday,27,16.0,72.0,8.0,42.0,67.0,67.0,,1.0,,,,
2020-01-11,Saturday,31,15.0,69.0,15.0,54.0,94.0,94.0,,1.0,,,,
2020-01-12,Sunday,25,11.0,62.0,14.0,45.0,71.0,71.0,,1.0,,,,
2020-01-13,Monday,34,8.0,77.0,23.0,60.0,93.0,93.0,,1.0,,,,
2020-01-14,Tuesday,23,8.0,67.0,21.0,57.0,99.0,99.0,,1.0,,,,
2020-01-15,Wednesday,32,10.0,76.0,17.0,63.0,107.0,107.0,,,1.0,,,
2020-01-16,Thursday,32,12.0,77.0,19.0,59.0,103.0,103.0,,,1.0,,,
2020-01-17,Friday,25,9.0,66.0,21.0,64.0,119.0,119.0,,,1.0,,,
2020-01-18,Saturday,27,10.0,56.0,12.0,43.0,79.0,79.0,,1.0,,,,
2020-01-19,Sunday,28,5.0,60.0,10.0,52.0,107.0,107.0,,,1.0,,,
2020-01-20,Monday,28,5.0,66.0,10.0,40.0,87.0,87.0,,1.0,,,,
2020-01-21,Tuesday,33,8.0,82.0,15.0,64.0,118.0,118.0,,,1.0,,,
2020-01-22,Wednesday,21,10.0,58.0,18.0,63.0,115.0,115.0,,,1.0,,,
2020-01-23,Thursday,24,15.0,56.0,12.0,36.0,68.0,68.0,,1.0,,,,
2020-01-24,Friday,22,13.0,56.0,11.0,44.0,71.0,71.0,,1.0,,,,
2020-01-25,Saturday,31,18.0,73.0,18.0,62.0,94.0,94.0,,1.0,,,,
2020-01-26,Sunday,26,14.0,70.0,19.0,55.0,86.0,86.0,,1.0,,,,
2020-01-27,Monday,38,13.0,86.0,16.0,77.0,118.0,118.0,,,1.0,,,
2020-01-28,Tuesday,32,16.0,82.0,17.0,67.0,107.0,107.0,,,1.0,,,
2020-01-29,Wednesday,36,14.0,92.0,24.0,79.0,133.0,133.0,,,1.0,,,
2020-01-30,Thursday,33,10.0,93.0,25.0,84.0,147.0,147.0,,,1.0,,,
2020-01-31,Friday,27,18.0,69.0,18.0,62.0,93.0,93.0,,1.0,,,,
2020-02-01,Saturday,37,16.0,74.0,17.0,55.0,74.0,74.0,,1.0,,,,
2020-02-02,Sunday,19,27.0,43.0,14.0,41.0,45.0,45.0,1.0,,,,,
2020-02-03,Monday,28,20.0,62.0,13.0,40.0,62.0,62.0,,1.0,,,,
2020-02-04,Tuesday,41,14.0,95.0,19.0,64.0,102.0,102.0,,,1.0,,,
2020-02-05,Wednesday,20,23.0,85.0,16.0,42.0,63.0,63.0,,1.0,,,,
2020-02-06,Thursday,30,21.0,62.0,18.0,43.0,63.0,63.0,,1.0,,,,
2020-02-07,Friday,35,19.0,74.0,17.0,52.0,70.0,70.0,,1.0,,,,
2020-02-08,Saturday,35,24.0,72.0,15.0,59.0,73.0,73.0,,1.0,,,,
2020-02-09,Sunday,17,28.0,46.0,12.0,51.0,60.0,60.0,,1.0,,,,
2020-02-10,Monday,17,26.0,41.0,9.0,69.0,67.0,69.0,,1.0,,,,
2020-02-11,Tuesday,20,22.0,42.0,8.0,27.0,44.0,44.0,1.0,,,,,
2020-02-12,Wednesday,24,25.0,49.0,11.0,32.0,52.0,52.0,,1.0,,,,
2020-02-13,Thursday,25,22.0,54.0,15.0,46.0,65.0,65.0,,1.0,,,,
2020-02-14,Friday,24,18.0,64.0,15.0,45.0,64.0,64.0,,1.0,,,,
2020-02-15,Saturday,24,29.0,51.0,10.0,43.0,51.0,51.0,,1.0,,,,
2020-02-16,Sunday,22,19.0,53.0,14.0,59.0,55.0,59.0,,1.0,,,,
2020-02-17,Monday,22,13.0,63.0,17.0,63.0,74.0,74.0,,1.0,,,,
2020-02-18,Tuesday,38,11.0,82.0,16.0,71.0,109.0,109.0,,,1.0,,,
2020-02-19,Wednesday,32,18.0,82.0,21.0,81.0,121.0,121.0,,,1.0,,,
2020-02-20,Thursday,26,12.0,59.0,14.0,59.0,80.0,80.0,,1.0,,,,
2020-02-21,Friday,32,7.0,62.0,11.0,41.0,81.0,81.0,,1.0,,,,
2020-02-22,Saturday,31,23.0,74.0,13.0,51.0,89.0,89.0,,1.0,,,,
2020-02-23,Sunday,33,26.0,73.0,14.0,56.0,98.0,98.0,,1.0,,,,
2020-02-24,Monday,36,30.0,77.0,11.0,58.0,79.0,79.0,,1.0,,,,
2020-02-25,Tuesday,22,20.0,58.0,11.0,50.0,80.0,80.0,,1.0,,,,
2020-02-26,Wednesday,26,9.0,49.0,8.0,12.0,30.0,30.0,1.0,,,,,
2020-02-27,Thursday,27,10.0,64.0,11.0,44.0,71.0,71.0,,1.0,,,,
2020-02-28,Friday,36,19.0,80.0,15.0,74.0,116.0,116.0,,,1.0,,,
2020-02-29,Saturday,34,29.0,85.0,17.0,69.0,121.0,121.0,,,1.0,,,
2020-03-01,Sunday,29,31.0,86.0,21.0,81.0,136.0,136.0,,,1.0,,,
2020-03-02,Monday,19,29.0,62.0,14.0,59.0,82.0,82.0,,1.0,,,,
2020-03-03,Tuesday,18,30.0,43.0,8.0,24.0,43.0,43.0,1.0,,,,,
2020-03-04,Wednesday,29,21.0,70.0,13.0,42.0,61.0,61.0,,1.0,,,,
2020-03-05,Thursday,29,24.0,75.0,14.0,49.0,81.0,81.0,,1.0,,,,
2020-03-06,Friday,31,35.0,75.0,24.0,64.0,108.0,108.0,,,1.0,,,
2020-03-07,Saturday,29,44.0,85.0,13.0,58.0,100.0,100.0,,1.0,,,,
2020-03-08,Sunday,19,23.0,55.0,16.0,45.0,60.0,60.0,,1.0,,,,
2020-03-09,Monday,25,28.0,63.0,15.0,51.0,70.0,70.0,,1.0,,,,
2020-03-10,Tuesday,28,26.0,71.0,14.0,50.0,72.0,72.0,,1.0,,,,
2020-03-11,Wednesday,31,26.0,73.0,13.0,48.0,66.0,66.0,,1.0,,,,
2020-03-12,Thursday,35,32.0,94.0,25.0,69.0,110.0,110.0,,,1.0,,,
2020-03-13,Friday,28,31.0,79.0,14.0,59.0,86.0,86.0,,1.0,,,,
2020-03-14,Saturday,19,45.0,63.0,18.0,52.0,73.0,73.0,,1.0,,,,
2020-03-15,Sunday,21,25.0,58.0,11.0,59.0,63.0,63.0,,1.0,,,,
2020-03-16,Monday,23,31.0,58.0,13.0,56.0,80.0,80.0,,1.0,,,,
2020-03-17,Tuesday,20,35.0,57.0,9.0,42.0,64.0,64.0,,1.0,,,,
2020-03-18,Wednesday,19,34.0,51.0,12.0,49.0,73.0,73.0,,1.0,,,,
2020-03-19,Thursday,19,27.0,41.0,19.0,53.0,68.0,68.0,,1.0,,,,
2020-03-20,Friday,24,34.0,51.0,10.0,40.0,62.0,62.0,,1.0,,,,
2020-03-21,Saturday,22,40.0,47.0,8.0,26.0,44.0,47.0,1.0,,,,,
2020-03-22,Sunday,14,39.0,34.0,8.0,32.0,50.0,50.0,1.0,,,,,
2020-03-23,Monday,16,30.0,34.0,13.0,23.0,48.0,48.0,1.0,,,,,
2020-03-24,Tuesday,19,27.0,39.0,8.0,17.0,37.0,39.0,1.0,,,,,
2020-03-25,Wednesday,19,31.0,39.0,16.0,26.0,57.0,57.0,,1.0,,,,
2020-03-26,Thursday,17,37.0,38.0,17.0,32.0,70.0,70.0,,1.0,,,,
2020-03-27,Friday,16,33.0,37.0,15.0,25.0,49.0,49.0,1.0,,,,,
2020-03-28,Saturday,22,38.0,49.0,13.0,36.0,61.0,61.0,,1.0,,,,
2020-03-29,Sunday,15,39.0,36.0,11.0,32.0,49.0,49.0,1.0,,,,,
2020-03-30,Monday,24,24.0,45.0,9.0,27.0,58.0,58.0,,1.0,,,,
2020-03-31,Tuesday,14,41.0,28.0,6.0,15.0,32.0,41.0,1.0,,,,,
2020-04-01,Wednesday,18,39.0,38.0,11.0,17.0,36.0,39.0,1.0,,,,,
2020-04-02,Thursday,18,38.0,34.0,12.0,24.0,49.0,49.0,1.0,,,,,
2020-04-03,Friday,27,36.0,51.0,11.0,62.0,84.0,84.0,,1.0,,,,
2020-04-04,Saturday,23,41.0,49.0,10.0,47.0,66.0,66.0,,1.0,,,,
2020-04-05,Sunday,15,35.0,38.0,8.0,27.0,48.0,48.0,1.0,,,,,
2020-04-06,Monday,22,36.0,47.0,14.0,30.0,46.0,47.0,1.0,,,,,
2020-04-07,Tuesday,25,35.0,71.0,18.0,51.0,77.0,77.0,,1.0,,,,
2020-04-08,Wednesday,25,20.0,47.0,9.0,20.0,48.0,48.0,1.0,,,,,
2020-04-09,Thursday,19,24.0,39.0,8.0,20.0,48.0,48.0,1.0,,,,,
2020-04-10,Friday,23,11.0,42.0,9.0,16.0,44.0,44.0,1.0,,,,,
2020-04-11,Saturday,23,11.0,43.0,9.0,29.0,67.0,67.0,,1.0,,,,
2020-04-12,Sunday,27,27.0,63.0,11.0,37.0,63.0,63.0,,1.0,,,,
2020-04-13,Monday,17,41.0,55.0,10.0,25.0,43.0,55.0,,1.0,,,,
2020-04-14,Tuesday,17,35.0,44.0,17.0,34.0,56.0,56.0,,1.0,,,,
2020-04-15,Wednesday,20,40.0,56.0,15.0,44.0,74.0,74.0,,1.0,,,,
2020-04-16,Thursday,23,42.0,62.0,16.0,46.0,78.0,78.0,,1.0,,,,
2020-04-17,Friday,23,50.0,64.0,12.0,41.0,64.0,64.0,,1.0,,,,
2020-04-18,Saturday,26,49.0,63.0,15.0,29.0,48.0,63.0,,1.0,,,,
2020-04-19,Sunday,22,46.0,64.0,17.0,31.0,59.0,64.0,,1.0,,,,
2020-04-20,Monday,25,51.0,72.0,11.0,41.0,67.0,72.0,,1.0,,,,
2020-04-21,Tuesday,23,77.0,72.0,19.0,45.0,72.0,77.0,,1.0,,,,
2020-04-22,Wednesday,28,45.0,69.0,14.0,45.0,62.0,69.0,,1.0,,,,
2020-04-23,Thursday,24,37.0,53.0,18.0,57.0,74.0,74.0,,1.0,,,,
2020-04-24,Friday,22,32.0,49.0,14.0,42.0,64.0,64.0,,1.0,,,,
2020-04-25,Saturday,31,38.0,66.0,18.0,65.0,79.0,79.0,,1.0,,,,
2020-04-26,Sunday,22,32.0,54.0,18.0,62.0,81.0,81.0,,1.0,,,,
2020-04-27,Monday,24,17.0,51.0,10.0,52.0,74.0,74.0,,1.0,,,,
2020-04-28,Tuesday,22,38.0,59.0,13.0,35.0,52.0,59.0,,1.0,,,,
2020-04-29,Wednesday,22,35.0,58.0,11.0,30.0,51.0,58.0,,1.0,,,,
2020-04-30,Thursday,17,40.0,46.0,12.0,36.0,55.0,55.0,,1.0,,,,
2020-05-01,Friday,25,34.0,55.0,14.0,33.0,56.0,56.0,,1.0,,,,
2020-05-02,Saturday,29,40.0,64.0,12.0,37.0,58.0,64.0,,1.0,,,,
2020-05-03,Sunday,17,36.0,49.0,10.0,37.0,53.0,53.0,,1.0,,,,
2020-05-04,Monday,30,32.0,70.0,15.0,45.0,69.0,70.0,,1.0,,,,
2020-05-05,Tuesday,28,39.0,62.0,14.0,47.0,61.0,62.0,,1.0,,,,
2020-05-06,Wednesday,24,43.0,60.0,15.0,76.0,88.0,88.0,,1.0,,,,
2020-05-07,Thursday,17,34.0,45.0,10.0,79.0,89.0,89.0,,1.0,,,,
2020-05-08,Friday,14,39.0,36.0,7.0,28.0,43.0,43.0,1.0,,,,,
2020-05-09,Saturday,25,48.0,60.0,12.0,37.0,57.0,60.0,,1.0,,,,
2020-05-10,Sunday,17,84.0,65.0,14.0,43.0,60.0,84.0,,1.0,,,,
2020-05-11,Monday,17,41.0,50.0,13.0,84.0,91.0,91.0,,1.0,,,,
2020-05-12,Tuesday,17,41.0,49.0,9.0,57.0,64.0,64.0,,1.0,,,,
2020-05-13,Wednesday,19,34.0,49.0,13.0,45.0,52.0,52.0,,1.0,,,,
2020-05-14,Thursday,23,40.0,63.0,22.0,41.0,59.0,63.0,,1.0,,,,
2020-05-15,Friday,19,55.0,50.0,20.0,42.0,58.0,58.0,,1.0,,,,
2020-05-16,Saturday,23,83.0,65.0,16.0,44.0,68.0,83.0,,1.0,,,,
2020-05-17,Sunday,29,56.0,71.0,26.0,55.0,79.0,79.0,,1.0,,,,
2020-05-18,Monday,21,74.0,56.0,21.0,57.0,80.0,80.0,,1.0,,,,
2020-05-19,Tuesday,28,63.0,74.0,24.0,72.0,98.0,98.0,,1.0,,,,
2020-05-20,Wednesday,16,44.0,45.0,12.0,47.0,70.0,70.0,,1.0,,,,
2020-05-21,Thursday,23,31.0,61.0,17.0,44.0,78.0,78.0,,1.0,,,,
2020-05-22,Friday,32,149.0,95.0,17.0,65.0,130.0,149.0,,,1.0,,,
2020-05-23,Saturday,26,150.0,85.0,19.0,57.0,90.0,150.0,,,1.0,,,
2020-05-24,Sunday,22,46.0,62.0,17.0,53.0,75.0,75.0,,1.0,,,,
2020-05-25,Monday,14,59.0,47.0,12.0,53.0,70.0,70.0,,1.0,,,,
2020-05-26,Tuesday,19,49.0,58.0,15.0,55.0,73.0,73.0,,1.0,,,,
2020-05-27,Wednesday,21,51.0,57.0,15.0,65.0,85.0,85.0,,1.0,,,,
2020-05-28,Thursday,18,56.0,61.0,16.0,53.0,73.0,73.0,,1.0,,,,
2020-05-29,Friday,18,64.0,59.0,17.0,47.0,68.0,68.0,,1.0,,,,
2020-05-30,Saturday,26,59.0,75.0,13.0,47.0,66.0,75.0,,1.0,,,,
2020-05-31,Sunday,26,54.0,71.0,14.0,57.0,75.0,75.0,,1.0,,,,
2020-06-01,Monday,33,43.0,84.0,22.0,52.0,75.0,84.0,,1.0,,,,
2020-06-02,Tuesday,32,48.0,83.0,26.0,43.0,61.0,83.0,,1.0,,,,
2020-06-03,Wednesday,24,40.0,64.0,17.0,65.0,88.0,88.0,,1.0,,,,
2020-06-04,Thursday,19,55.0,48.0,12.0,57.0,76.0,76.0,,1.0,,,,
2020-06-05,Friday,28,55.0,64.0,12.0,49.0,70.0,70.0,,1.0,,,,
2020-06-06,Saturday,25,43.0,70.0,12.0,46.0,64.0,70.0,,1.0,,,,
2020-06-07,Sunday,18,47.0,60.0,14.0,62.0,73.0,73.0,,1.0,,,,
2020-06-08,Monday,18,79.0,67.0,17.0,59.0,74.0,79.0,,1.0,,,,
2020-06-09,Tuesday,22,105.0,84.0,21.0,70.0,88.0,105.0,,,1.0,,,
2020-06-10,Wednesday,22,47.0,74.0,17.0,53.0,73.0,74.0,,1.0,,,,
2020-06-11,Thursday,18,58.0,70.0,14.0,49.0,67.0,70.0,,1.0,,,,
2020-06-12,Friday,23,92.0,76.0,20.0,48.0,64.0,92.0,,1.0,,,,
2020-06-13,Saturday,31,62.0,84.0,16.0,52.0,74.0,84.0,,1.0,,,,
2020-06-14,Sunday,31,79.0,88.0,19.0,53.0,77.0,88.0,,1.0,,,,
2020-06-15,Monday,25,104.0,87.0,19.0,55.0,80.0,104.0,,,1.0,,,
2020-06-16,Tuesday,24,113.0,84.0,15.0,63.0,82.0,113.0,,,1.0,,,
2020-06-17,Wednesday,20,86.0,60.0,20.0,57.0,76.0,86.0,,1.0,,,,
2020-06-18,Thursday,18,111.0,78.0,19.0,61.0,82.0,111.0,,,1.0,,,
2020-06-19,Friday,30,63.0,71.0,19.0,60.0,81.0,81.0,,1.0,,,,
2020-06-20,Saturday,30,56.0,78.0,18.0,61.0,80.0,80.0,,1.0,,,,
2020-06-21,Sunday,22,68.0,80.0,16.0,61.0,73.0,80.0,,1.0,,,,
2020-06-22,Monday,19,57.0,68.0,14.0,59.0,72.0,72.0,,1.0,,,,
2020-06-23,Tuesday,18,84.0,63.0,14.0,58.0,76.0,84.0,,1.0,,,,
2020-06-24,Wednesday,29,135.0,97.0,30.0,63.0,101.0,135.0,,,1.0,,,
2020-06-25,Thursday,33,141.0,94.0,21.0,63.0,95.0,141.0,,,1.0,,,
2020-06-26,Friday,32,113.0,97.0,15.0,70.0,98.0,113.0,,,1.0,,,
2020-06-27,Saturday,22,132.0,66.0,11.0,72.0,88.0,132.0,,,1.0,,,
2020-06-28,Sunday,20,110.0,80.0,19.0,71.0,94.0,110.0,,,1.0,,,
2020-06-29,Monday,24,53.0,63.0,18.0,70.0,91.0,91.0,,1.0,,,,
2020-06-30,Tuesday,22,85.0,67.0,16.0,72.0,92.0,92.0,,1.0,,,,
2020-07-01,Wednesday,28,149.0,96.0,28.0,67.0,104.0,149.0,,,1.0,,,
2020-07-02,Thursday,21,97.0,73.0,14.0,66.0,90.0,97.0,,1.0,,,,
2020-07-03,Friday,27,116.0,82.0,13.0,89.0,115.0,116.0,,,1.0,,,
2020-07-04,Saturday,26,105.0,81.0,15.0,80.0,106.0,106.0,,,1.0,,,
2020-07-05,Sunday,20,139.0,81.0,24.0,78.0,113.0,139.0,,,1.0,,,
2020-07-06,Monday,17,69.0,60.0,17.0,61.0,86.0,86.0,,1.0,,,,
2020-07-07,Tuesday,21,77.0,79.0,25.0,57.0,84.0,84.0,,1.0,,,,
2020-07-08,Wednesday,24,119.0,89.0,18.0,55.0,82.0,119.0,,,1.0,,,
2020-07-09,Thursday,25,115.0,90.0,14.0,55.0,83.0,115.0,,,1.0,,,
2020-07-10,Friday,23,131.0,72.0,12.0,58.0,90.0,131.0,,,1.0,,,
2020-07-11,Saturday,24,133.0,69.0,17.0,56.0,82.0,133.0,,,1.0,,,
2020-07-12,Sunday,18,54.0,58.0,19.0,59.0,78.0,78.0,,1.0,,,,
2020-07-13,Monday,18,48.0,58.0,14.0,50.0,76.0,76.0,,1.0,,,,
2020-07-14,Tuesday,16,73.0,62.0,13.0,60.0,72.0,73.0,,1.0,,,,
2020-07-15,Wednesday,19,119.0,82.0,14.0,52.0,76.0,119.0,,,1.0,,,
2020-07-16,Thursday,20,122.0,69.0,14.0,50.0,77.0,122.0,,,1.0,,,
2020-07-17,Friday,19,122.0,65.0,17.0,51.0,77.0,122.0,,,1.0,,,
2020-07-18,Saturday,26,129.0,79.0,18.0,46.0,76.0,129.0,,,1.0,,,
2020-07-19,Sunday,26,161.0,96.0,19.0,49.0,77.0,161.0,,,,1.0,,
2020-07-20,Monday,31,142.0,100.0,24.0,54.0,82.0,142.0,,,1.0,,,
2020-07-21,Tuesday,28,114.0,95.0,23.0,53.0,77.0,114.0,,,1.0,,,
2020-07-22,Wednesday,29,151.0,95.0,17.0,53.0,78.0,151.0,,,,1.0,,
2020-07-23,Thursday,30,103.0,92.0,14.0,47.0,69.0,103.0,,,1.0,,,
2020-07-24,Friday,24,118.0,87.0,14.0,58.0,80.0,118.0,,,1.0,,,
2020-07-25,Saturday,17,88.0,66.0,10.0,56.0,77.0,88.0,,1.0,,,,
2020-07-26,Sunday,24,104.0,83.0,14.0,58.0,84.0,104.0,,,1.0,,,
2020-07-27,Monday,28,110.0,85.0,15.0,48.0,74.0,110.0,,,1.0,,,
2020-07-28,Tuesday,24,81.0,92.0,17.0,52.0,74.0,92.0,,1.0,,,,
2020-07-29,Wednesday,30,90.0,92.0,16.0,56.0,81.0,92.0,,1.0,,,,
2020-07-30,Thursday,33,80.0,96.0,17.0,58.0,83.0,96.0,,1.0,,,,
2020-07-31,Friday,20,129.0,64.0,11.0,69.0,83.0,129.0,,,1.0,,,
2020-08-01,Saturday,15,87.0,53.0,14.0,43.0,63.0,87.0,,1.0,,,,
2020-08-02,Sunday,22,67.0,65.0,15.0,50.0,70.0,70.0,,1.0,,,,
2020-08-03,Monday,29,81.0,93.0,17.0,55.0,81.0,93.0,,1.0,,,,
2020-08-04,Tuesday,20,121.0,70.0,12.0,56.0,74.0,121.0,,,1.0,,,
2020-08-05,Wednesday,19,81.0,63.0,13.0,56.0,72.0,81.0,,1.0,,,,
2020-08-06,Thursday,23,44.0,71.0,14.0,70.0,81.0,81.0,,1.0,,,,
2020-08-07,Friday,18,76.0,57.0,10.0,62.0,73.0,76.0,,1.0,,,,
2020-08-08,Saturday,18,113.0,60.0,13.0,58.0,70.0,113.0,,,1.0,,,
2020-08-09,Sunday,20,106.0,70.0,18.0,55.0,72.0,106.0,,,1.0,,,
2020-08-10,Monday,30,66.0,81.0,19.0,57.0,74.0,81.0,,1.0,,,,
2020-08-11,Tuesday,35,102.0,89.0,25.0,64.0,82.0,102.0,,,1.0,,,
2020-08-12,Wednesday,29,108.0,89.0,26.0,65.0,85.0,108.0,,,1.0,,,
2020-08-13,Thursday,34,76.0,87.0,19.0,70.0,91.0,91.0,,1.0,,,,
2020-08-14,Friday,35,128.0,89.0,17.0,68.0,91.0,128.0,,,1.0,,,
2020-08-15,Saturday,32,126.0,84.0,15.0,67.0,89.0,126.0,,,1.0,,,
2020-08-16,Sunday,21,115.0,70.0,13.0,77.0,86.0,115.0,,,1.0,,,
2020-08-17,Monday,26,96.0,85.0,16.0,72.0,91.0,96.0,,1.0,,,,
2020-08-18,Tuesday,19,72.0,67.0,18.0,67.0,79.0,79.0,,1.0,,,,
2020-08-19,Wednesday,25,46.0,70.0,26.0,59.0,74.0,74.0,,1.0,,,,
2020-08-20,Thursday,33,46.0,75.0,24.0,65.0,83.0,83.0,,1.0,,,,
2020-08-21,Friday,32,75.0,88.0,33.0,60.0,84.0,88.0,,1.0,,,,
2020-08-22,Saturday,31,67.0,72.0,28.0,63.0,81.0,81.0,,1.0,,,,
2020-08-23,Sunday,29,98.0,91.0,27.0,61.0,82.0,98.0,,1.0,,,,
2020-08-24,Monday,23,50.0,73.0,14.0,80.0,82.0,82.0,,1.0,,,,
2020-08-25,Tuesday,18,42.0,65.0,25.0,78.0,78.0,78.0,,1.0,,,,
2020-08-26,Wednesday,21,42.0,67.0,40.0,59.0,71.0,71.0,,1.0,,,,
2020-08-27,Thursday,22,65.0,81.0,53.0,55.0,75.0,81.0,,1.0,,,,
2020-08-28,Friday,27,56.0,75.0,42.0,51.0,73.0,75.0,,1.0,,,,
2020-08-29,Saturday,32,72.0,85.0,50.0,50.0,73.0,85.0,,1.0,,,,
2020-08-30,Sunday,27,114.0,77.0,70.0,54.0,79.0,114.0,,,1.0,,,
2020-08-31,Monday,22,87.0,70.0,66.0,50.0,74.0,87.0,,1.0,,,,
2020-09-01,Tuesday,20,68.0,71.0,70.0,54.0,76.0,76.0,,1.0,,,,
2020-09-02,Wednesday,27,60.0,85.0,76.0,55.0,81.0,85.0,,1.0,,,,
2020-09-03,Thursday,33,65.0,87.0,30.0,58.0,85.0,87.0,,1.0,,,,
2020-09-04,Friday,31,69.0,83.0,28.0,51.0,75.0,83.0,,1.0,,,,
2020-09-05,Saturday,29,45.0,73.0,22.0,45.0,63.0,73.0,,1.0,,,,
2020-09-06,Sunday,32,40.0,81.0,19.0,53.0,76.0,81.0,,1.0,,,,
2020-09-07,Monday,38,60.0,94.0,26.0,59.0,79.0,94.0,,1.0,,,,
2020-09-08,Tuesday,23,82.0,79.0,19.0,62.0,80.0,82.0,,1.0,,,,
2020-09-09,Wednesday,35,79.0,88.0,23.0,68.0,97.0,97.0,,1.0,,,,
2020-09-10,Thursday,33,48.0,81.0,20.0,68.0,97.0,97.0,,1.0,,,,
2020-09-11,Friday,26,73.0,79.0,35.0,71.0,104.0,104.0,,,1.0,,,
2020-09-12,Saturday,28,55.0,72.0,28.0,63.0,86.0,86.0,,1.0,,,,
2020-09-13,Sunday,27,70.0,75.0,23.0,57.0,79.0,79.0,,1.0,,,,
2020-09-14,Monday,25,62.0,78.0,21.0,61.0,85.0,85.0,,1.0,,,,
2020-09-15,Tuesday,31,43.0,72.0,19.0,62.0,81.0,81.0,,1.0,,,,
2020-09-16,Wednesday,25,69.0,81.0,24.0,64.0,90.0,90.0,,1.0,,,,
2020-09-17,Thursday,34,51.0,79.0,32.0,61.0,87.0,87.0,,1.0,,,,
2020-09-18,Friday,33,42.0,69.0,30.0,56.0,84.0,84.0,,1.0,,,,
2020-09-19,Saturday,33,42.0,73.0,29.0,55.0,80.0,80.0,,1.0,,,,
2020-09-20,Sunday,32,102.0,81.0,28.0,63.0,89.0,102.0,,,1.0,,,
2020-09-21,Monday,31,40.0,71.0,21.0,60.0,84.0,84.0,,1.0,,,,
2020-09-22,Tuesday,32,37.0,74.0,25.0,64.0,93.0,93.0,,1.0,,,,
2020-09-23,Wednesday,28,47.0,74.0,30.0,64.0,92.0,92.0,,1.0,,,,
2020-09-24,Thursday,29,33.0,61.0,17.0,61.0,81.0,81.0,,1.0,,,,
2020-09-25,Friday,39,34.0,66.0,21.0,62.0,82.0,82.0,,1.0,,,,
